x,y,z
-35.113,-0.3023,-0.0249
29.7213,-1.8825,-0.0249
-26.5842,-6.5401,-0.0249
-24.8762,-11.3661,-0.0249
-19.7578,-12.8602,-0.0249
-31.6965,4.4359,-0.0248
26.3103,-0.3017,-0.0248
-33.4106,-14.4402,-0.0248
-2.6939,20.3258,-0.0247
-4.4,20.2363,-0.0247
19.4885,4.4378,-0.0247
-23.1729,-9.6988,-0.0247
-24.8772,-9.7822,-0.0247
-33.4072,-12.8592,-0.0247
-29.997,-12.858,-0.0247
-19.7645,-14.437,-0.0247
-36.8234,-17.5955,-0.0247
14.3649,10.8463,-0.0246
-28.2906,6.0152,-0.0246
19.4883,2.8568,-0.0246
34.8413,-4.9554,-0.0246
-24.8751,-14.5225,-0.0246
-29.9959,-23.9182,-0.0246
-26.5814,-28.6598,-0.0246
2.4233,18.6592,-0.0245
-26.5809,9.2676,-0.0245
-36.8232,1.3617,-0.0245
22.8983,1.2778,-0.0245
-33.405,-4.9556,-0.0245
-29.9956,-4.9571,-0.0245
36.5502,-6.6249,-0.0245
-12.9333,-16.0189,-0.0245
-11.2272,-16.1047,-0.0245
-29.9972,-25.5007,-0.0245
-26.5848,-30.2425,-0.0245
10.9547,-31.8197,-0.0245
-29.9964,6.105,-0.0244
-33.4104,1.3606,-0.0244
-33.4059,-0.2136,-0.0244
-7.8142,18.6566,-0.0243
4.1259,17.1592,-0.0243
-16.3474,15.5857,-0.0243
-23.1733,12.4232,-0.0243
17.7767,6.1047,-0.0243
9.2513,-30.3254,-0.0243
-24.8771,13.9141,-0.0242
-21.4649,13.9176,-0.0242
16.0732,7.5986,-0.0242
-29.9953,1.362,-0.0242
-36.8212,-0.2164,-0.0242
-36.8202,-4.9569,-0.0242
-31.703,-11.3683,-0.0242
4.1264,-20.76,-0.0242
5.8356,17.0747,-0.0241
2.4227,-22.4247,-0.0241
-28.2895,-27.1723,-0.0241
-18.0538,15.494,-0.024
-24.879,12.3371,-0.024
-29.996,-1.7967,-0.024
-33.4084,-3.376,-0.024
34.8388,-6.538,-0.024
-36.8227,-12.8551,-0.024
9.2483,-27.1664,-0.024
-26.5849,10.8474,-0.0239
-24.8735,7.5972,-0.0239
28.0145,-1.7973,-0.0239
-36.8217,-20.7589,-0.0239
9.2487,15.4986,-0.0238
-24.8751,10.7553,-0.0238
-26.584,-4.9571,-0.0238
-19.7617,-9.6973,-0.0238
-21.465,-11.3636,-0.0238
-18.052,-12.942,-0.0238
-19.7582,-11.2794,-0.0237
-21.4657,-12.946,-0.0237
-29.9967,-31.8135,-0.0237
10.9512,14.0061,-0.0236
12.6574,12.3389,-0.0236
21.1936,1.3611,-0.0236
-0.991,-19.2637,-0.0236
-9.5228,17.165,-0.0235
-24.8796,6.0168,-0.0235
26.3117,-1.8836,-0.0235
29.7231,-3.4641,-0.0235
-24.8791,-5.0439,-0.0235
-29.9939,-27.0798,-0.0235
7.5445,15.5855,-0.0234
-24.8793,9.1801,-0.0234
-31.7039,1.2784,-0.0234
24.6038,-0.2176,-0.0234
7.5387,-28.6559,-0.0234
-28.2897,4.4342,-0.0233
-2.7018,-19.1762,-0.0233
5.8319,-20.8463,-0.0233
-6.1081,18.7472,-0.0232
-26.5849,4.5272,-0.0232
-33.4136,-1.8005,-0.0232
24.6032,-1.7965,-0.0232
31.4258,-4.9569,-0.0232
-21.4612,-8.2045,-0.0232
-35.1136,-16.105,-0.0232
-28.2886,-28.7484,-0.0232
-28.2897,-30.3254,-0.0232
0.7193,18.7429,-0.0231
14.3665,9.2629,-0.0231
-21.4692,-9.7824,-0.0231
-29.9957,-3.3761,-0.023
7.5434,-25.5009,-0.023
-36.8212,-1.7965,-0.0229
2.4227,-20.8476,-0.0229
7.5409,-22.3369,-0.0229
5.8329,-22.4249,-0.0229
9.2466,-25.585,-0.0229
-12.9324,15.5792,-0.0228
17.7778,4.5239,-0.0228
-35.1128,-14.5224,-0.0228
-14.6441,-14.5223,-0.0228
7.5421,-23.9206,-0.0228
9.2457,-28.7478,-0.0228
-24.8772,4.4395,-0.0227
-28.2906,2.8539,-0.0227
-36.8181,-3.3759,-0.0227
-31.7038,-3.4635,-0.0227
-23.1724,-6.5367,-0.0227
-18.0535,-11.364,-0.0227
34.8414,-8.1164,-0.0226
38.2533,-9.7006,-0.0226
-36.8225,-14.4397,-0.0226
9.2483,-22.4275,-0.0226
-29.9956,-30.2368,-0.0226
-19.7584,14.0029,-0.0225
-18.0526,13.9148,-0.0225
-28.2872,1.2734,-0.0225
-31.7009,-0.3053,-0.0225
33.137,-6.6246,-0.0225
-16.3454,-12.8588,-0.0225
-12.9342,-14.4419,-0.0225
-35.113,-12.9465,-0.0224
10.9546,-27.0803,-0.0224
14.3653,7.6853,-0.0223
-31.701,-1.883,-0.0223
26.3109,-3.4654,-0.0223
-36.8215,-19.1805,-0.0223
16.0727,6.0166,-0.0222
-28.2873,-1.884,-0.0222
7.5415,-3.3787,-0.0222
29.7223,-5.0491,-0.0222
-19.7549,-8.1177,-0.0222
29.7255,-6.6261,-0.0222
-14.6433,-12.9437,-0.0222
-35.1113,-22.4259,-0.0222
-33.4067,-23.9158,-0.0222
-26.5864,2.9443,-0.0221
21.198,-0.2159,-0.0221
-18.0529,-9.7825,-0.0221
-36.8226,-16.0173,-0.0221
10.9531,-25.4999,-0.0221
-31.703,-25.5853,-0.0221
-28.2875,-3.4625,-0.022
-6.1089,-16.0178,-0.022
0.7163,-19.1776,-0.022
-11.2299,17.0803,-0.0219
10.9564,12.4256,-0.0219
12.6618,10.7562,-0.0219
-24.8771,1.2739,-0.0219
22.8971,-0.3059,-0.0219
31.4252,-6.533,-0.0219
5.8328,-19.2652,-0.0219
-31.7018,-24.0029,-0.0219
9.2485,-24.0034,-0.0219
-0.9889,18.6563,-0.0218
7.5372,-20.7591,-0.0218
-4.4035,18.6578,-0.0217
-26.5842,-3.3731,-0.0217
36.5472,-8.2063,-0.0217
-36.8218,-23.9161,-0.0217
-35.1122,-24.0049,-0.0217
-29.9979,-28.6597,-0.0217
-7.8129,17.0807,-0.0216
9.2489,13.9168,-0.0216
-23.1676,10.8448,-0.0216
-2.6968,18.7449,-0.0215
-9.522,-16.0188,-0.0215
2.4261,17.0762,-0.0214
10.9509,-23.9192,-0.0214
-31.7024,-27.158,-0.0214
10.9529,-30.2397,-0.0214
2.4223,-19.2686,-0.0213
-33.4094,-25.4982,-0.0213
10.9504,-28.6595,-0.0213
-21.4616,12.3371,-0.0212
-24.8777,2.8572,-0.0212
-16.346,-11.2813,-0.0212
-11.2276,-14.5239,-0.0212
-26.5846,1.363,-0.0211
-28.2849,-0.3053,-0.0211
28.0147,-6.5373,-0.0211
10.9551,-22.3382,-0.0211
-31.7038,-30.3241,-0.0211
-16.349,-9.6988,-0.021
33.1318,-8.2032,-0.021
-35.1131,-25.5835,-0.021
-6.1074,17.1654,-0.0209
-24.8773,-1.889,-0.0209
-24.877,-3.4658,-0.0209
4.1261,-19.1765,-0.0209
-14.6393,15.4955,-0.0208
-16.3476,14.0032,-0.0208
-21.4659,-6.6236,-0.0208
-36.8193,-22.3402,-0.0208
-21.465,10.7574,-0.0207
-23.1717,2.944,-0.0207
-26.5822,-1.7973,-0.0207
-2.7007,17.1616,-0.0206
0.7121,17.1648,-0.0206
-24.8775,-0.3069,-0.0206
4.1285,15.5843,-0.0205
-7.8146,15.4982,-0.0205
7.5379,14.0033,-0.0205
-21.4655,-5.0444,-0.0205
31.4247,-8.1152,-0.0205
34.8435,-9.6948,-0.0205
-33.4117,-31.8187,-0.0205
-21.4638,9.1775,-0.0204
-19.758,-6.5365,-0.0204
19.484,1.277,-0.0203
28.0145,-4.9552,-0.0203
10.9499,-20.7566,-0.0203
9.248,-20.8483,-0.0203
-33.4087,-30.2393,-0.0203
-11.2256,15.4955,-0.0202
5.8319,15.4975,-0.0202
-23.1712,4.523,-0.0202
-18.047,-8.2,-0.0202
-12.9368,-11.275,-0.0202
9.2466,-19.2651,-0.0202
16.074,-19.2645,-0.0202
-23.1742,6.1042,-0.0201
28.017,-3.3758,-0.0201
26.3108,-5.046,-0.0201
16.0741,-20.8499,-0.0201
-23.1739,9.2598,-0.02
-23.1757,-4.9558,-0.02
-12.9358,-12.8593,-0.02
-2.6933,-17.5989,-0.02
14.3669,-22.3371,-0.02
12.6601,9.1779,-0.0199
22.8964,-1.8843,-0.0199
-31.6996,-28.7441,-0.0199
-26.5825,-0.2158,-0.0198
28.0203,-8.1187,-0.0198
-9.5223,-14.4386,-0.0198
-35.1152,-27.1688,-0.0198
-19.7601,10.8446,-0.0197
-23.1679,7.688,-0.0197
14.3656,-20.757,-0.0197
-36.8212,-25.4947,-0.0197
-33.4078,-27.0776,-0.0197
-19.76,12.425,-0.0196
2.4244,-17.6852,-0.0196
31.4248,-9.6957,-0.0195
-14.6404,-11.3651,-0.0195
17.7806,-17.6006,-0.0195
14.3658,-31.8219,-0.0195
-21.4648,7.5977,-0.0194
14.3667,6.1058,-0.0194
24.6014,-4.9552,-0.0194
14.3653,4.5248,-0.0193
26.3126,-6.6214,-0.0193
-0.9896,-17.6853,-0.0193
-23.1749,-0.2164,-0.0192
21.1928,-6.5378,-0.0192
29.7258,-8.2042,-0.0192
12.6587,-25.5849,-0.0192
-18.0525,12.341,-0.0191
9.2497,12.3352,-0.0191
17.7784,2.9447,-0.0191
-23.1719,1.367,-0.0191
24.601,-3.3756,-0.0191
22.8984,-5.0475,-0.0191
-33.4101,-28.6592,-0.0191
2.4228,15.4966,-0.019
38.2515,-11.274,-0.019
12.6625,-20.8442,-0.0189
-12.9306,14.001,-0.0188
7.5406,12.4232,-0.0188
16.073,4.4354,-0.0188
-18.0563,-6.6198,-0.0188
-14.6376,-8.2081,-0.0188
36.5496,-9.7852,-0.0188
-7.8158,-14.525,-0.0188
14.3635,-23.9185,-0.0188
14.3636,-27.0804,-0.0188
-35.1147,-30.328,-0.0188
12.6607,-30.3218,-0.0188
10.9538,10.8472,-0.0187
12.6601,7.5988,-0.0187
9.2439,10.7572,-0.0186
-21.464,6.0184,-0.0186
-21.466,-1.8824,-0.0186
-14.6416,-9.7849,-0.0186
-0.9881,17.077,-0.0185
-21.4663,4.4374,-0.0185
-19.7588,-3.3767,-0.0185
22.8978,-3.4657,-0.0185
-18.0499,-5.0475,-0.0185
24.6007,-6.5364,-0.0185
7.5419,-19.1732,-0.0185
16.0739,2.8606,-0.0184
-23.1714,-3.3775,-0.0184
-19.7613,-4.9584,-0.0184
10.9539,-19.179,-0.0184
-23.1706,-1.7965,-0.0183
-12.936,-9.697,-0.0183
12.6607,-27.1665,-0.0183
14.3644,-30.2363,-0.0183
16.0753,-30.3261,-0.0183
-9.5189,15.5844,-0.0182
14.3637,-19.1775,-0.0182
17.7794,-31.8224,-0.0182
17.7784,1.3656,-0.0181
19.4842,-0.3027,-0.0181
21.1893,-1.7979,-0.0181
22.8942,-8.2078,-0.0181
33.1341,-9.7863,-0.0181
34.841,-11.2787,-0.0181
-6.1095,15.5856,-0.018
-21.4676,-0.2979,-0.018
16.0735,-27.1621,-0.018
-16.3475,-8.116,-0.0179
-11.229,-12.9419,-0.0179
12.659,-22.428,-0.0179
-36.8206,-27.0781,-0.0179
-19.7587,4.5223,-0.0178
-35.1127,-28.7492,-0.0178
-21.4605,2.8541,-0.0177
21.1868,-3.3805,-0.0177
12.6605,-24.0027,-0.0177
16.0702,-24.007,-0.0177
12.6633,-28.7451,-0.0177
19.4846,-1.8852,-0.0176
-11.2288,-11.3669,-0.0176
14.3642,-25.4993,-0.0176
14.3622,-28.6579,-0.0176
28.0152,-9.7006,-0.0175
16.0718,-22.4253,-0.0175
-36.8208,-31.8173,-0.0174
-2.7018,15.5844,-0.0173
10.9547,9.2656,-0.0173
-19.7631,7.6839,-0.0173
10.9502,7.6859,-0.0173
21.1897,-4.9558,-0.0173
5.8348,13.916,-0.0172
-18.0497,-3.4641,-0.0172
-12.9356,-8.1196,-0.0172
-9.5223,-12.8565,-0.0172
-2.6989,-16.0193,-0.0172
17.78,-23.9173,-0.0172
-18.0521,10.7567,-0.0171
21.1904,-8.1163,-0.0171
0.7166,-17.5989,-0.0171
7.5404,-17.5957,-0.0171
21.1897,-20.7566,-0.0171
0.7179,15.5826,-0.017
-14.6368,13.9164,-0.017
-16.3455,12.4224,-0.017
5.8362,12.3396,-0.017
-21.4605,-3.459,-0.017
12.6624,-19.2654,-0.017
-19.7612,9.2658,-0.0169
-19.7592,6.1038,-0.0169
-19.7577,2.9434,-0.0169
-11.2278,13.9151,-0.0168
19.4865,-22.4267,-0.0168
-4.4018,17.0792,-0.0167
4.1258,14.0039,-0.0167
-21.4636,1.2755,-0.0167
-14.6378,-6.6237,-0.0167
2.4197,13.9196,-0.0166
-19.7613,1.36,-0.0166
4.127,-17.5982,-0.0166
10.9514,-17.5978,-0.0166
21.1881,-22.3373,-0.0166
17.7809,-0.2186,-0.0165
38.2546,-12.8581,-0.0165
-6.1119,-14.4378,-0.0165
2.425,-16.1024,-0.0165
9.2464,-17.6829,-0.0165
-0.9892,15.4983,-0.0164
-18.0532,7.5982,-0.0164
19.4847,-6.6248,-0.0164
22.8985,-6.6246,-0.0164
24.6019,-8.117,-0.0164
5.8351,-17.6843,-0.0164
16.0731,-17.6833,-0.0164
-36.8201,-30.2419,-0.0164
-9.5228,14.0061,-0.0163
9.2459,9.1795,-0.0163
16.0751,-25.5882,-0.0163
12.6596,6.0186,-0.0162
-14.6392,-5.045,-0.0162
19.4832,-5.047,-0.0162
29.7228,-9.7871,-0.0162
24.6,-19.1808,-0.0162
19.4854,-25.5842,-0.0162
19.4846,-27.1616,-0.0162
-19.7583,-0.2152,-0.0161
-11.2292,-9.7861,-0.0161
16.0737,-28.7465,-0.0161
-36.8168,-28.6574,-0.016
-18.0501,9.1787,-0.0159
19.489,-3.4674,-0.0159
36.5475,-11.3618,-0.0159
-0.99,-16.1036,-0.0159
21.1901,-23.9169,-0.0159
19.4854,-24.0041,-0.0159
-12.935,12.4289,-0.0158
-19.7554,-1.7965,-0.0158
26.309,-8.2057,-0.0158
12.661,-17.6831,-0.0158
-16.3467,-6.5349,-0.0157
33.1319,-11.3641,-0.0157
22.8976,-17.6865,-0.0157
-14.6419,10.7567,-0.0156
-7.8145,-12.9445,-0.0156
24.6007,-9.6957,-0.0155
31.4278,-11.2758,-0.0155
19.4863,-28.7449,-0.0155
-16.3447,10.8474,-0.0154
-16.35,9.2617,-0.0154
16.0694,1.2748,-0.0154
-16.352,-4.9554,-0.0154
21.188,-16.0175,-0.0154
-9.5245,-11.2775,-0.0153
17.7778,-16.0185,-0.0153
17.7836,-25.497,-0.0153
17.7784,-27.0826,-0.0153
29.7252,-11.3633,-0.0152
34.8402,-12.8563,-0.0152
-16.3488,7.683,-0.0151
21.1869,-9.7002,-0.0151
38.2509,-14.4351,-0.0151
9.249,-16.1045,-0.0151
-9.5194,-9.6987,-0.015
36.5476,-12.9446,-0.015
-18.0525,6.0186,-0.0149
26.307,-9.7868,-0.0149
5.8356,9.1767,-0.0148
21.1902,-31.8199,-0.0148
4.1327,-16.0174,-0.0147
28.0139,-19.1746,-0.0147
22.8993,-19.2651,-0.0147
17.7736,-30.2382,-0.0147
19.4853,-8.2045,-0.0146
28.0165,-11.2796,-0.0146
-4.4027,-14.5241,-0.0146
19.4843,-30.3258,-0.0146
4.1309,12.428,-0.0145
7.539,10.8456,-0.0145
-16.3482,4.5244,-0.0145
17.7788,-1.7976,-0.0145
17.7767,-6.5364,-0.0145
-6.1096,-12.8596,-0.0145
5.8353,-16.1046,-0.0145
21.1919,-25.5027,-0.0145
-9.5218,12.4257,-0.0144
-14.6398,12.3376,-0.0144
5.8358,10.7576,-0.0144
-18.0518,4.4403,-0.0144
14.3663,-17.5999,-0.0144
10.953,6.1042,-0.0143
-12.936,-6.5363,-0.0143
24.6038,-20.7584,-0.0143
22.8971,-22.4219,-0.0143
-16.3451,6.1032,-0.0142
14.3655,2.9434,-0.0142
-2.6992,-14.4367,-0.0142
26.31,-19.2672,-0.0142
24.6014,-22.3389,-0.0142
17.7787,-28.6559,-0.0142
9.2481,7.5966,-0.0141
10.9495,4.5259,-0.0141
-11.2302,-8.2063,-0.0141
12.6602,-16.1075,-0.0141
-11.2299,12.3371,-0.014
0.7142,-16.0157,-0.014
7.5399,-16.0164,-0.014
22.8954,-14.5264,-0.014
16.07,-16.102,-0.014
22.8991,-20.8469,-0.014
-2.6917,14.0012,-0.0139
16.0692,-0.3038,-0.0139
22.9003,-9.7845,-0.0139
21.1907,-14.441,-0.0139
24.605,-23.9183,-0.0139
0.7127,14.0042,-0.0138
-11.2291,-6.6245,-0.0138
17.7794,-14.4333,-0.0138
36.5519,-14.527,-0.0138
12.6583,4.4389,-0.0137
-18.0523,1.2761,-0.0137
28.0154,-12.8577,-0.0137
9.2495,6.0127,-0.0136
-7.8127,-11.3645,-0.0136
-18.0524,2.8584,-0.0135
-18.0501,-0.3052,-0.0135
-16.3449,-3.3799,-0.0135
22.8994,-11.3665,-0.0135
33.1334,-12.943,-0.0135
21.193,-27.0784,-0.0135
-12.936,10.8437,-0.0134
22.8964,-16.1039,-0.0134
21.1911,-28.6571,-0.0134
-0.9918,13.9174,-0.0133
16.0746,-5.0448,-0.0133
24.598,-11.2782,-0.0133
31.4264,-12.8564,-0.0133
-14.6384,9.1799,-0.0132
-14.64,7.5984,-0.0132
14.3658,1.3654,-0.0132
17.7781,-12.8563,-0.0132
24.6048,-12.8601,-0.0132
17.7792,-9.6948,-0.0131
10.9508,-16.017,-0.0131
24.6022,-16.0176,-0.0131
7.5439,9.265,-0.013
-16.3474,2.9438,-0.013
-16.3481,-1.7959,-0.013
19.4851,-14.5258,-0.013
-16.3459,1.3673,-0.0129
-9.5253,-6.5379,-0.0129
17.7771,-8.119,-0.0129
17.7743,-3.3774,-0.0128
17.778,-4.9551,-0.0128
-9.5235,-8.1171,-0.0128
29.7189,-17.6867,-0.0128
21.19,-30.2354,-0.0128
17.7799,-11.2773,-0.0127
26.3094,-17.6839,-0.0127
19.485,-12.9458,-0.0126
31.428,-14.4374,-0.0126
-0.9895,-14.5236,-0.0126
14.3676,-16.0186,-0.0126
33.1411,-14.5259,-0.0126
-11.225,9.1772,-0.0125
19.4859,-9.782,-0.0125
22.8997,-12.945,-0.0125
29.7252,-12.9461,-0.0125
2.4236,-14.5248,-0.0125
26.3104,-11.3667,-0.0124
7.5371,-14.4343,-0.0124
34.8374,-14.4373,-0.0124
33.1342,-19.2654,-0.0124
22.8983,-25.5856,-0.0124
-9.5213,10.8469,-0.0123
5.835,7.5932,-0.0123
16.069,-6.62,-0.0123
-6.1079,-9.6983,-0.0123
-4.3989,-12.9469,-0.0123
22.8981,-30.3244,-0.0123
0.7159,12.4247,-0.0122
16.073,-8.2053,-0.0122
4.1248,-14.4389,-0.0122
38.2545,-16.0163,-0.0122
33.1377,-17.6841,-0.0122
22.8965,-24.007,-0.0122
2.4221,12.3414,-0.0121
-14.638,-1.8844,-0.0121
-7.8159,-9.7816,-0.0121
26.3127,-12.9447,-0.0121
-12.9341,9.2623,-0.012
7.5408,7.6875,-0.012
21.1925,-11.2808,-0.012
24.6062,-17.5964,-0.012
21.1888,-12.8595,-0.0119
28.0162,-16.0167,-0.0119
24.6009,-31.8206,-0.0119
16.0722,-1.8854,-0.0118
-12.9339,-4.956,-0.0118
16.0757,-3.4629,-0.0118
29.7237,-14.5273,-0.0118
38.2487,-17.5981,-0.0118
-14.6391,6.0187,-0.0117
14.3657,-0.2184,-0.0117
19.4868,-11.3621,-0.0117
-11.2262,10.7539,-0.0116
-16.3446,-0.2146,-0.0116
24.6059,-14.435,-0.0116
12.6607,-14.524,-0.0116
36.5474,-17.6855,-0.0116
29.723,-19.2644,-0.0116
-2.696,-12.858,-0.0115
34.8422,-16.0185,-0.0115
26.3126,-16.1068,-0.0115
29.7235,-16.1052,-0.0115
38.2554,-19.1793,-0.0115
-14.6391,-3.4627,-0.0114
-6.1108,-11.2777,-0.0114
16.0753,-14.5248,-0.0114
36.5447,-16.1039,-0.0114
-11.226,7.5947,-0.0113
-0.9882,-12.9462,-0.0113
5.8364,-14.525,-0.0113
33.1379,-16.1087,-0.0113
31.4294,-17.5972,-0.0113
12.6617,2.8537,-0.0112
0.7176,-14.4396,-0.0112
9.2497,-14.5244,-0.0112
28.0177,-20.7599,-0.0112
2.4213,10.7566,-0.0111
9.2464,4.436,-0.0111
10.9544,-14.4359,-0.0111
26.3078,-20.845,-0.0111
24.6029,-25.4968,-0.0111
22.8996,-28.7448,-0.0111
-2.6962,12.4238,-0.011
28.0167,-17.5978,-0.011
-12.9312,6.1075,-0.0109
26.313,-22.4244,-0.0109
4.1276,10.8435,-0.0108
-14.6368,4.436,-0.0108
12.6636,-12.9491,-0.0108
28.0161,-14.438,-0.0108
26.3077,-14.5262,-0.0108
24.602,-27.0796,-0.0108
24.6043,-30.2365,-0.0108
4.1295,9.2676,-0.0107
-12.9351,7.6853,-0.0107
10.9514,2.939,-0.0107
34.839,-19.1774,-0.0107
36.5458,-19.2619,-0.0107
-7.8157,-6.6234,-0.0106
10.9498,-8.1154,-0.0106
14.3651,-8.1184,-0.0106
7.5408,-12.8531,-0.0106
16.0729,-12.9423,-0.0106
14.3631,-14.4412,-0.0106
31.4275,-20.7592,-0.0106
5.8352,6.0143,-0.0105
-14.6415,2.8559,-0.0105
4.1289,-12.8595,-0.0105
10.9536,-12.8579,-0.0105
31.4272,-19.1816,-0.0105
34.8446,-20.7581,-0.0105
22.8965,-27.1678,-0.0105
2.4231,9.1727,-0.0104
-14.6428,1.2755,-0.0104
14.3673,-6.5365,-0.0104
14.3663,-9.6998,-0.0104
4.1295,-11.2757,-0.0104
14.3645,-12.8571,-0.0103
34.8421,-17.5981,-0.0103
38.2511,-20.7566,-0.0103
24.6037,-28.6582,-0.0103
-6.1089,-8.1184,-0.0102
-0.9904,12.3372,-0.0101
-7.8161,-8.2034,-0.0101
-11.2293,-5.0474,-0.01
31.4256,-16.0149,-0.01
10.9549,-6.5357,-0.0099
10.9512,-9.6972,-0.0099
2.4232,-12.9449,-0.0099
-12.9352,-0.2138,-0.0098
-12.9313,-3.3764,-0.0098
5.8344,-12.9424,-0.0098
-9.5207,9.2636,-0.0097
-2.6977,-11.2774,-0.0097
14.3627,-11.276,-0.0097
4.1259,7.6838,-0.0096
7.5405,6.1039,-0.0096
-12.9321,4.5224,-0.0096
7.5448,-9.699,-0.0096
0.7178,-11.2774,-0.0096
7.5374,4.5228,-0.0095
-4.4014,12.3341,-0.0094
-0.9876,10.7557,-0.0094
-14.636,-0.305,-0.0094
14.3626,-3.3787,-0.0094
31.4294,-22.341,-0.0094
29.7218,-20.8457,-0.0093
28.0196,-22.3399,-0.0093
26.3096,-25.5893,-0.0093
0.7148,10.8444,-0.0092
10.9521,-11.2757,-0.0092
16.0715,-9.7794,-0.0092
16.0713,-11.3658,-0.0092
4.1306,6.1021,-0.0091
9.2481,-12.9431,-0.0091
14.3668,-4.9586,-0.009
7.5383,-8.1187,-0.009
7.5448,-11.2775,-0.009
26.3136,-24.0035,-0.009
10.955,-0.2163,-0.0089
-4.4052,-9.7843,-0.0089
9.2494,-8.2039,-0.0088
-4.3997,-11.3654,-0.0088
26.3072,-30.3282,-0.0088
-11.223,6.0165,-0.0087
-9.5194,-4.9579,-0.0087
12.6614,-11.3654,-0.0087
33.1323,-20.8437,-0.0087
-2.6946,10.8424,-0.0086
9.248,-6.625,-0.0086
12.6595,-9.7844,-0.0086
10.9518,1.3649,-0.0085
12.6591,1.2763,-0.0085
14.3638,-1.7934,-0.0085
12.6559,-3.4628,-0.0085
5.8396,-6.6221,-0.0085
4.1288,-9.6996,-0.0085
9.2485,-5.0462,-0.0084
12.659,-6.6216,-0.0084
34.8413,-22.3404,-0.0084
-12.9333,2.9428,-0.0083
9.2476,2.8544,-0.0083
29.7246,-22.4297,-0.0083
26.3106,-27.1652,-0.0083
5.8365,4.4371,-0.0082
5.8351,-5.0437,-0.0082
0.7179,-12.857,-0.0082
33.133,-22.4237,-0.0082
-0.9881,9.1785,-0.0081
0.7168,7.6841,-0.0081
-12.9341,1.3629,-0.0081
12.6604,-0.3013,-0.0081
12.6599,-8.2049,-0.0081
28.0158,-31.82,-0.0081
0.7141,-9.6968,-0.008
36.5478,-20.8503,-0.008
31.4284,-23.9174,-0.008
7.5411,-6.5349,-0.0079
2.4258,-11.3616,-0.0079
9.2498,-11.368,-0.0079
-7.8146,9.1811,-0.0078
-9.523,6.1072,-0.0078
-12.9361,-1.7967,-0.0078
12.6623,-5.0448,-0.0078
-0.9898,-9.7835,-0.0078
9.2484,-9.7831,-0.0078
0.7169,9.2642,-0.0077
2.4223,7.5931,-0.0077
7.5422,-4.961,-0.0077
-6.1088,-6.5372,-0.0077
26.3104,-28.7461,-0.0077
-9.5206,-3.3787,-0.0076
12.6572,-1.8841,-0.0076
-4.4056,-6.6248,-0.0076
5.8331,-9.7875,-0.0076
28.0153,-25.4974,-0.0076
-9.522,4.5229,-0.0075
9.2463,1.2738,-0.0075
10.9507,-1.7959,-0.0075
-7.8176,-5.0424,-0.0075
4.1248,-6.5364,-0.0075
0.7135,-8.1182,-0.0075
38.254,-22.3376,-0.0075
-11.2259,4.4332,-0.0074
-4.4,-8.2069,-0.0074
-2.6974,-9.6999,-0.0074
5.8334,-8.2056,-0.0074
7.5421,2.9416,-0.0072
4.1254,4.5236,-0.0071
10.9523,-4.9568,-0.0071
4.1228,-8.1165,-0.0071
-0.992,-11.3636,-0.0071
34.8434,-25.5014,-0.0071
29.7237,-25.589,-0.007
28.0153,-30.24,-0.007
-7.8123,7.5927,-0.0069
9.2493,-3.4662,-0.0069
-2.6962,-8.1189,-0.0069
29.7197,-30.3278,-0.0069
-0.9942,7.5929,-0.0067
10.9545,-3.3768,-0.0067
36.5467,-22.4258,-0.0067
31.4266,-31.8153,-0.0067
-4.4023,9.1756,-0.0066
-9.5232,2.9446,-0.0066
-11.2247,-3.4637,-0.0066
28.0174,-23.9155,-0.0066
-9.5184,7.6829,-0.0065
9.2485,-0.3069,-0.0065
5.8362,-1.884,-0.0065
5.8337,-11.3622,-0.0065
29.7237,-24.006,-0.0065
33.1369,-24.005,-0.0065
0.7195,-6.5355,-0.0064
29.719,-28.7452,-0.0064
-2.6968,9.2645,-0.0063
-11.2288,2.8529,-0.0062
5.8368,-3.466,-0.0062
31.4292,-25.4993,-0.0062
5.8345,2.8572,-0.0061
7.5399,-0.2156,-0.0061
2.4246,-6.6236,-0.0061
-11.226,-0.3054,-0.006
-11.2274,-1.8825,-0.006
34.8396,-23.9175,-0.006
28.0166,-27.0794,-0.006
-7.8171,4.4393,-0.0059
2.421,-9.7904,-0.0059
28.016,-28.6574,-0.0059
31.4274,-30.2398,-0.0059
-4.4006,10.7583,-0.0058
-6.1088,7.6831,-0.0057
-6.1116,6.1042,-0.0057
4.1248,2.942,-0.0057
-9.522,1.366,-0.0057
-11.2264,1.2771,-0.0057
-7.816,6.0197,-0.0056
-0.9893,-6.6249,-0.0056
2.4163,-8.2054,-0.0056
2.4211,6.0169,-0.0055
5.8372,-0.3051,-0.0055
-0.992,-8.2027,-0.0055
-6.1102,4.5218,-0.0054
-9.52,-0.2186,-0.0054
31.432,-27.0777,-0.0054
34.8451,-31.8217,-0.0054
-6.1096,2.9422,-0.0053
-4.4001,-5.0447,-0.0053
29.7208,-27.1673,-0.0053
9.2486,-1.8819,-0.0052
7.5396,1.3622,-0.0051
0.7148,6.1032,-0.005
-0.988,6.0187,-0.005
33.1353,-30.3276,-0.005
-2.6971,7.6843,-0.0049
7.5406,-1.7929,-0.0049
4.1294,-4.9545,-0.0048
31.4299,-28.6587,-0.0048
